,gameId,playId,down,yardsToGo,yardsToEndzone,quarter,secondsUntilHalf,specialTeamsResult,kickingTeamScore,receivingTeamScore,kickDirectionIntended,kickType,snapTime,operationTime,hangTime,week,year,end_frame,punterId,rGunnerId,rGunner_y,rGunner_vises,rVises1,rVises2,rGunner_lx,rGunner_ly,lGunnerId,lGunner_y,lGunner_vises,lVises1,lVises2,lGunner_lx,lGunner_ly,football_lx,football_ly
4434,2020092706,1310,4,10,81.0,2,543,Return,3.0,0.0,C,N,0.88,2.1,4.45,3,2020,78,45603,52897,7.703333377838135,2,43495,45020,68.06999969482422,10.823333740234375,52535,44.85333251953125,1,46724,,72.66000366210938,31.74333381652832,80.68000030517578,21.483333587646484
4435,2020092706,3435,4,10,53.0,4,614,Return,16.0,20.0,L,A,0.89,2.19,4.42,3,2020,77,45603,52897,8.449999809265137,1,43495,,92.08999633789062,29.700000762939453,52535,46.029998779296875,2,45020,46724,88.01000213623047,51.029998779296875,103.44000244140625,40.290000915527344
4436,2020092706,4446,4,4,57.0,5,1380,Fair Catch,23.0,23.0,C,N,1.0,2.32,3.99,3,2020,73,34593,46724,8.603333473205566,1,52897,,93.13999938964844,19.623332977294922,45020,45.3033332824707,1,43969,,88.43000030517578,37.68333435058594,93.12999725341797,21.323333740234375
4437,2020092706,4530,4,8,87.0,5,1328,Return,23.0,23.0,C,N,0.88,2.22,5.13,3,2020,84,45603,52897,9.380000114440918,2,40032,43495,58.79999923706055,4.480000019073486,52535,46.16999816894531,2,45020,46724,64.08999633789062,48.88999938964844,77.6500015258789,35.310001373291016
4438,2020092706,4663,4,21,70.0,5,1245,Return,23.0,23.0,C,N,0.94,2.14,4.92,3,2020,80,34593,46724,9.723333358764648,2,52535,52897,72.58999633789062,33.8033332824707,45020,47.76333236694336,2,43969,47974,78.66999816894531,39.473331451416016,87.94000244140625,36.53333282470703
4439,2020092706,4902,4,19,52.0,5,1083,Fair Catch,23.0,23.0,C,A,0.88,2.13,4.69,3,2020,80,45603,52897,7.920000076293945,2,40032,43495,86.33999633789062,7.0,52535,47.709999084472656,2,45020,46724,85.66000366210938,45.22999954223633,101.83000183105469,32.86000061035156
4440,2020092706,5039,4,23,93.0,5,1009,Return,23.0,23.0,L,N,0.89,2.2,4.48,3,2020,77,34593,46724,8.783333778381348,2,52535,52897,58.29999923706055,43.5533332824707,45020,47.563331604003906,2,43969,47974,53.060001373291016,48.77333450317383,65.11000061035156,47.86333465576172
4441,2020092706,5335,4,17,51.0,5,919,Fair Catch,23.0,23.0,C,A,0.77,1.81,4.23,3,2020,72,45603,52897,7.099999904632568,1,43495,,91.18000030517578,29.260000228881836,52535,45.77000045776367,1,46724,,94.80000305175781,46.47999954223633,98.87000274658203,39.099998474121094
4442,2020092707,129,4,5,70.0,1,1757,Downed,0.0,0.0,L,N,0.86,2.02,4.78,3,2020,79,38600,46778,5.309999942779541,1,47866,,78.80999755859375,19.969999313354492,46312,42.06999969482422,1,52697,,75.83999633789062,31.100000381469727,85.05999755859375,40.2599983215332
4443,2020092707,810,4,11,59.0,1,998,Fair Catch,7.0,3.0,R,N,0.87,2.02,4.77,3,2020,79,38600,46778,7.659999847412109,1,47866,,99.5,10.550000190734863,46312,38.689998626708984,1,52697,,99.95999908447266,14.3100004196167,105.12999725341797,12.220000267028809
4444,2020092707,921,4,7,92.0,1,938,Return,3.0,7.0,C,N,0.86,2.07,4.32,3,2020,86,29926,47866,6.333333492279053,1,46312,,62.75,24.343334197998047,52457,45.12333297729492,1,41316,,62.959999084472656,27.393333435058594,64.16000366210938,26.643333435058594
4445,2020092707,1633,4,8,82.0,2,168,Return,14.0,10.0,C,N,0.82,2.07,4.84,3,2020,83,38600,46778,5.503333568572998,1,47866,,79.29000091552734,27.90333366394043,46312,41.38333511352539,2,44906,52697,70.30000305175781,29.073333740234375,84.66000366210938,32.12333297729492
4446,2020092707,2623,4,4,68.0,3,1372,Return,21.0,20.0,C,N,1.05,2.06,3.94,3,2020,72,38600,41316,9.4399995803833,2,44906,47866,72.94999694824219,5.230000019073486,46312,39.79999923706055,1,52697,,83.4800033569336,35.47999954223633,85.05999755859375,35.97999954223633
4447,2020092707,2712,4,1,54.0,3,1233,Downed,20.0,21.0,C,A,0.77,2.09,3.9,3,2020,72,29926,47866,6.633333206176758,1,46312,,91.13999938964844,22.863332748413086,52697,44.17333221435547,1,41316,,95.8499984741211,42.58333206176758,93.83999633789062,38.93333435058594
4448,2020092707,2820,4,17,87.0,3,1087,Out of Bounds,21.0,20.0,L,N,0.85,2.03,3.19,3,2020,65,38600,41316,6.230000019073486,1,47866,,47.790000915527344,35.310001373291016,46312,43.470001220703125,1,52697,,61.41999816894531,47.45000076293945,61.2599983215332,50.7400016784668
4449,2020092707,2903,4,8,55.0,3,1029,Return,20.0,21.0,C,A,0.87,2.12,4.13,3,2020,74,29926,47866,5.673333168029785,1,46312,,100.11000061035156,21.4233341217041,52697,47.69333267211914,2,38852,41316,88.54000091552734,32.753334045410156,101.69000244140625,24.33333396911621
4450,2020092707,3552,4,10,75.0,4,292,Fair Catch,21.0,28.0,L,N,0.65,1.99,3.89,3,2020,69,38600,41316,9.953332901000977,2,44906,47866,52.58000183105469,37.17333221435547,46312,46.34333419799805,1,52697,,72.75,45.21333312988281,77.75,43.86333465576172
4451,2020092708,1043,4,10,56.0,2,701,Return,7.0,14.0,L,A,0.75,1.98,4.2,3,2020,75,52599,46200,8.203332901000977,1,46265,,82.25,10.973333358764648,44971,45.563331604003906,2,41448,46349,81.23999786376953,50.893333435058594,98.54000091552734,43.84333419799805
4452,2020092708,1594,4,3,45.0,2,144,Fair Catch,17.0,7.0,L,A,0.93,2.23,4.43,3,2020,79,45153,46349,9.050000190734863,1,44971,,96.77999877929688,47.58000183105469,48118,45.40999984741211,1,41356,,107.06999969482422,50.33000183105469,101.66000366210938,50.36000061035156
4453,2020092708,1811,4,9,79.0,2,51,Fair Catch,7.0,17.0,C,N,0.87,2.04,4.35,3,2020,73,52599,46200,7.973333358764648,2,41448,46349,58.58000183105469,4.943333148956299,44971,45.33333206176758,1,46265,,63.810001373291016,29.183332443237305,68.88999938964844,28.053333282470703
4454,2020092708,2102,4,4,50.0,3,1623,Fair Catch,17.0,7.0,L,A,0.94,2.24,4.6,3,2020,80,45153,46349,5.539999961853027,1,44971,,91.5999984741211,42.630001068115234,48118,44.09000015258789,1,41356,,105.36000061035156,49.150001525878906,101.83999633789062,48.7599983215332
4455,2020092708,2190,4,3,85.0,3,1535,Fair Catch,7.0,17.0,L,N,0.8,1.9,4.57,3,2020,75,52599,46200,7.183333396911621,2,41448,46349,46.34000015258789,35.37333297729492,44971,45.4033317565918,1,46265,,64.9000015258789,44.6533317565918,65.68000030517578,42.473331451416016
4456,2020092708,2556,4,7,56.0,3,1103,Out of Bounds,7.0,24.0,L,A,0.84,1.95,4.27,3,2020,72,52599,46200,8.313333511352539,2,41448,46349,81.26000213623047,25.4233341217041,44971,45.01333236694336,2,46265,48118,94.45999908447266,52.36333465576172,96.58999633789062,53.0533332824707
4457,2020092708,2665,4,6,70.0,3,993,Fair Catch,24.0,7.0,C,N,0.87,2.18,4.72,3,2020,81,45153,46349,7.929999828338623,1,44971,,84.16999816894531,24.18000030517578,48118,44.95000076293945,1,41356,,79.19999694824219,27.6200008392334,84.6500015258789,24.219999313354492
4458,2020092708,3050,4,18,72.0,4,587,Return,7.0,31.0,L,A,0.77,2.0,4.43,3,2020,77,52599,46200,8.449999809265137,1,46265,,61.15999984741211,10.960000038146973,44971,45.5,2,41448,46349,55.72999954223633,57.849998474121094,82.41999816894531,38.290000915527344
4459,2020092708,3271,4,16,58.0,4,378,Fair Catch,31.0,7.0,L,N,0.9,2.28,4.57,3,2020,80,45153,52619,6.513333320617676,1,44971,,89.37999725341797,36.01333236694336,48118,46.5433349609375,1,41356,,98.80000305175781,41.74333190917969,101.37999725341797,37.893333435058594
4460,2020092709,121,4,8,73.0,1,1751,Fair Catch,0.0,0.0,C,N,0.86,2.02,5.09,3,2020,83,53146,52629,8.933333396911621,1,46729,,70.08999633789062,10.693333625793457,52521,43.37333297729492,1,45571,,84.47000122070312,28.06333351135254,83.55000305175781,27.503334045410156
4461,2020092709,213,4,21,86.0,1,1658,Return,0.0,0.0,C,N,0.89,2.2,3.59,3,2020,70,42663,46729,3.859999895095825,2,52521,52852,46.72999954223633,18.520000457763672,52559,47.13999938964844,2,44965,46124,54.779998779296875,43.060001373291016,65.20999908447266,29.979999542236328
4462,2020092709,2120,4,6,59.0,3,1672,Downed,7.0,18.0,R,N,0.88,2.22,4.62,3,2020,79,42663,46729,2.613333225250244,1,52521,,99.91000366210938,6.193333148956299,52559,48.08333206176758,1,44911,,95.45999908447266,28.81333351135254,107.25,6.973333358764648
4463,2020092709,2206,4,1,79.0,3,1552,Return,18.0,7.0,C,N,0.85,2.04,3.76,3,2020,70,53146,52629,8.380000114440918,1,45571,,64.38999938964844,12.8100004196167,52521,43.619998931884766,1,46729,,75.75,23.040000915527344,79.25,22.690000534057617
4464,2020092709,2424,4,12,40.0,3,1337,Fair Catch,7.0,18.0,C,A,0.85,1.96,4.57,3,2020,77,42663,46729,2.5433332920074463,1,44911,,98.9000015258789,22.803333282470703,52559,47.913333892822266,1,52521,,99.0999984741211,30.883333206176758,100.0,25.253334045410156
4465,2020092709,2523,4,2,82.0,3,1259,Return,18.0,7.0,C,N,0.79,2.07,5.11,3,2020,84,53146,52629,10.5600004196167,2,40755,46729,68.29000091552734,29.65999984741211,52521,45.45000076293945,2,44202,45571,68.5,45.34000015258789,79.27999877929688,30.90999984741211
4466,2020092709,3776,4,13,40.0,4,115,Downed,21.0,16.0,C,A,0.85,1.94,4.7,3,2020,79,53146,52629,9.323333740234375,2,44202,46729,85.7300033569336,34.893333435058594,52852,43.20333480834961,1,45571,,100.56999969482422,50.573333740234375,103.77999877929688,34.27333450317383
4467,2020092710,713,4,7,65.0,1,1172,Touchback,3.0,0.0,R,N,0.85,2.12,5.24,3,2020,85,48258,43987,9.369999885559082,1,43915,,104.0199966430664,11.220000267028809,44978,47.91999816894531,2,43044,47922,88.75,24.40999984741211,101.18000030517578,9.65999984741211
4468,2020092710,1222,4,21,64.0,2,686,Fair Catch,3.0,7.0,R,N,0.91,2.11,4.96,3,2020,83,48258,43987,9.303333282470703,1,43915,,95.68000030517578,10.053333282470703,44978,46.88333511352539,1,43044,,93.16999816894531,17.35333251953125,100.16999816894531,8.41333293914795
4469,2020092710,2498,4,9,74.0,3,1494,Downed,17.0,16.0,C,N,0.81,2.16,3.8,3,2020,73,48258,43987,4.289999961853027,2,43044,47922,49.130001068115234,29.979999542236328,44978,47.5,1,43915,,78.87999725341797,38.630001068115234,80.62000274658203,23.190000534057617
4470,2020092710,3433,4,11,45.0,4,728,Downed,20.0,23.0,R,A,0.81,1.94,4.1,3,2020,90,48258,43987,9.033333778381348,1,37078,,105.27999877929688,4.493333339691162,44978,45.88333511352539,1,47816,,109.80999755859375,5.5933332443237305,107.08000183105469,7.0933332443237305
4471,2020092710,3534,4,8,96.0,4,674,Return,23.0,20.0,C,N,0.76,1.86,4.31,3,2020,73,29141,43680,8.619999885559082,1,43987,,54.0099983215332,21.190000534057617,46671,48.31999969482422,1,46825,,60.130001068115234,30.950000762939453,63.84000015258789,27.260000228881836
4474,2020092711,431,4,11,76.0,1,1448,Downed,0.0,7.0,R,N,0.82,2.29,3.35,3,2020,69,40113,52814,10.323333740234375,2,47877,47882,56.189998626708984,13.623332977294922,48447,44.71333312988281,1,53010,,60.61000061035156,45.063331604003906,75.58999633789062,12.243332862854004
4475,2020092711,597,4,4,52.0,1,1261,Fair Catch,7.0,0.0,L,A,0.89,2.08,4.38,3,2020,78,42508,43397,7.150000095367432,1,46125,,91.9000015258789,42.40999984741211,47877,42.61000061035156,1,42992,,98.23999786376953,41.33000183105469,93.9000015258789,44.63999938964844
4476,2020092711,684,4,8,82.0,1,1206,Return,0.0,7.0,R,N,0.79,2.19,3.43,3,2020,72,40113,52814,7.483333110809326,2,47877,47882,54.93000030517578,9.16333293914795,48447,43.20333480834961,1,53010,,56.02000045776367,17.53333282470703,68.4000015258789,13.223333358764648
4477,2020092711,1615,4,15,80.0,2,307,Return,3.0,17.0,L,N,0.8,2.15,4.05,3,2020,77,40113,52814,7.619999885559082,1,47877,,59.22999954223633,22.40999984741211,48447,43.65999984741211,2,43757,53010,70.44000244140625,54.400001525878906,78.41999816894531,50.72999954223633
4480,2020092711,2703,4,2,77.0,3,1382,Return,10.0,25.0,L,A,0.8,2.21,3.75,3,2020,73,40113,52814,9.869999885559082,1,47877,,63.68000030517578,34.43000030517578,48447,43.93000030517578,1,53010,,74.95999908447266,48.36000061035156,78.22000122070312,47.790000915527344
4481,2020092711,2835,4,1,58.0,3,1266,Touchback,25.0,10.0,R,A,0.86,2.04,4.39,3,2020,76,42508,43397,6.693333148956299,1,46125,,100.70999908447266,8.433333396911621,44029,43.18333435058594,1,42992,,86.83000183105469,15.933333396911621,105.4800033569336,11.763333320617676
4482,2020092711,3388,4,15,69.0,4,739,Out of Bounds,10.0,28.0,R,N,0.8,2.15,4.34,3,2020,79,40113,52814,7.673333168029785,2,47877,47882,74.80000305175781,1.903333306312561,48447,43.003334045410156,1,53010,,75.9000015258789,16.35333251953125,93.7699966430664,-4.706666469573975
4483,2020092711,3538,4,7,69.0,4,605,Out of Bounds,28.0,10.0,L,N,0.86,1.98,3.79,3,2020,70,42508,43397,7.590000152587891,1,46125,,73.30999755859375,40.720001220703125,44029,45.61000061035156,1,42992,,76.41000366210938,48.75,83.73999786376953,53.5
4484,2020092712,119,4,4,69.0,1,1722,Return,0.0,0.0,C,N,0.82,2.03,4.72,3,2020,79,46218,52622,7.1533331871032715,2,45070,48500,79.91999816894531,4.333333492279053,47915,43.93333435058594,1,42094,,76.79000091552734,14.923333168029785,97.05999755859375,15.983333587646484
4485,2020092712,782,4,8,68.0,1,1200,Return,9.0,3.0,C,N,0.76,1.98,4.64,3,2020,82,46218,52622,7.7133331298828125,1,42094,,78.26000213623047,13.363333702087402,47915,43.42333221435547,2,45070,48500,69.9000015258789,32.1533317565918,93.83000183105469,31.99333381652832
4486,2020092712,1267,4,10,80.0,2,900,Muffed,9.0,9.0,L,N,0.86,2.17,4.84,3,2020,87,38138,46277,7.5333333015441895,1,47915,,73.9000015258789,44.88333511352539,42094,47.12333297729492,1,46711,,79.41000366210938,48.84333419799805,79.73999786376953,53.71333312988281
4487,2020092712,1392,4,5,64.0,2,810,Touchback,9.0,9.0,C,N,0.87,2.02,4.5,3,2020,78,46218,52622,10.489999771118164,1,42094,,84.51000213623047,36.470001220703125,47915,45.560001373291016,2,45070,48500,79.69999694824219,50.630001068115234,106.7300033569336,39.459999084472656
4488,2020092712,1488,4,7,77.0,2,698,Fair Catch,9.0,9.0,L,N,0.9,2.14,5.06,3,2020,87,38138,46277,5.9633331298828125,1,47915,,79.45999908447266,36.753334045410156,42094,47.36333465576172,1,46711,,82.5199966430664,38.3033332824707,80.91999816894531,42.17333221435547
4489,2020092712,2302,4,9,52.0,2,70,Touchback,16.0,15.0,R,A,0.89,2.06,4.51,3,2020,79,46218,46392,8.699999809265137,1,42094,,99.19999694824219,0.2800000011920929,46711,44.77000045776367,1,48500,,96.27999877929688,20.219999313354492,108.93000030517578,11.430000305175781
4490,2020092712,3005,4,14,59.0,3,1540,Fair Catch,15.0,30.0,C,N,0.84,2.11,4.82,3,2020,86,38138,46277,6.300000190734863,1,44902,,91.12000274658203,36.43000030517578,42094,47.36000061035156,1,46215,,92.75,38.20000076293945,93.33999633789062,38.689998626708984
4491,2020092712,3168,4,12,73.0,3,1298,Return,30.0,15.0,L,A,0.88,1.97,3.91,3,2020,71,46218,46392,10.603333473205566,1,42094,,63.849998474121094,33.11333465576172,46711,47.33333206176758,2,45070,48500,64.9800033569336,50.13333511352539,88.94999694824219,47.96333312988281
4492,2020092712,3510,4,17,55.0,3,997,Return,30.0,22.0,C,A,0.83,1.92,4.19,3,2020,75,46218,46392,11.013333320617676,1,48500,,89.08999633789062,30.74333381652832,46711,47.46333312988281,1,42094,,92.77999877929688,46.83333206176758,99.97000122070312,38.36333465576172
4493,2020092712,3940,4,4,53.0,4,605,Downed,30.0,28.0,L,A,0.86,2.04,4.26,3,2020,75,46218,46392,10.970000267028809,1,42094,,93.18000030517578,40.88999938964844,52622,45.04999923706055,1,48500,,98.87000274658203,51.470001220703125,104.38999938964844,48.150001525878906
4494,2020092713,128,4,1,66.0,1,1696,Fair Catch,0.0,0.0,R,N,0.85,2.21,4.54,3,2020,80,34615,45648,10.363333702087402,1,46087,,85.05999755859375,9.963333129882812,46378,44.51333236694336,1,44845,,86.4000015258789,20.363332748413086,80.31999969482422,16.10333251953125
4495,2020092713,990,4,16,81.0,2,727,Fair Catch,7.0,6.0,L,N,0.83,2.14,4.73,3,2020,82,34615,45648,7.369999885559082,2,43357,47968,72.63999938964844,39.349998474121094,46378,45.29999923706055,2,46114,47804,69.68000030517578,44.810001373291016,74.62000274658203,40.209999084472656
4496,2020092713,1545,4,8,63.0,2,171,Return,13.0,10.0,R,N,0.82,2.05,3.97,3,2020,73,46241,43357,11.033333778381348,1,35471,,77.16000366210938,14.59333324432373,46114,47.76333236694336,1,42421,,79.80999755859375,31.35333251953125,85.97000122070312,32.323333740234375
4497,2020092713,3462,4,5,70.0,4,403,Fair Catch,27.0,30.0,L,N,0.79,2.12,4.81,3,2020,82,34615,45648,8.0,1,46087,,77.31999969482422,43.66999816894531,46378,44.11000061035156,1,44845,,76.20999908447266,45.040000915527344,73.87999725341797,46.279998779296875
4498,2020092800,710,4,24,80.0,1,1158,Fair Catch,3.0,6.0,R,N,0.85,2.24,4.14,3,2020,75,31018,52500,8.670000076293945,1,45369,,75.62000274658203,7.210000038146973,46187,47.4900016784668,1,43986,,67.61000061035156,14.4399995803833,77.06999969482422,7.760000228881836
4499,2020092800,1253,4,4,69.0,2,680,Return,13.0,10.0,C,N,0.82,2.03,5.08,3,2020,83,52791,46522,8.760000228881836,1,46187,,93.1500015258789,25.479999542236328,45369,47.279998779296875,1,53028,,85.05000305175781,26.06999969482422,97.06999969482422,28.260000228881836
4500,2020092800,1351,4,6,69.0,2,618,Return,10.0,13.0,L,N,0.81,2.14,3.05,3,2020,63,31018,47026,6.193333148956299,2,45369,46193,59.88999938964844,28.703332901000977,53028,42.11333465576172,1,43986,,73.56999969482422,46.62333297729492,80.51000213623047,42.5433349609375
4501,2020092800,1724,4,7,66.0,2,286,Out of Bounds,10.0,20.0,L,N,0.83,2.2,4.34,3,2020,76,31018,47026,10.16333293914795,1,45369,,81.11000061035156,37.95333480834961,53028,44.563331604003906,1,43986,,90.51000213623047,51.02333450317383,91.76000213623047,52.51333236694336
4503,2020100100,1203,4,13,78.0,2,706,Return,7.0,10.0,R,N,0.84,2.12,5.05,4,2020,83,52599,53051,7.223333358764648,2,46125,48447,69.44000244140625,3.373333215713501,46200,44.70333480834961,2,42992,46369,73.23999786376953,19.35333251953125,85.0999984741211,8.65333366394043
4504,2020100100,2517,4,13,78.0,3,1714,Return,17.0,13.0,C,N,0.81,2.08,4.74,4,2020,81,40113,52814,7.7133331298828125,1,53054,,71.73999786376953,13.09333324432373,48447,42.753334045410156,1,41356,,67.30999755859375,26.4233341217041,80.80000305175781,16.413333892822266
4505,2020100100,3216,4,15,57.0,3,967,Return,16.0,24.0,L,A,0.85,2.12,4.56,4,2020,78,52599,53051,8.579999923706055,1,46125,,87.94999694824219,40.16999816894531,46200,45.4900016784668,2,42992,48447,88.0199966430664,49.720001220703125,94.52999877929688,47.459999084472656
4506,2020100400,169,4,8,63.0,1,1693,Downed,0.0,0.0,C,N,0.78,1.92,3.71,4,2020,68,29141,43680,8.289999961853027,1,52521,,83.69999694824219,15.6899995803833,46671,47.56999969482422,0,,,,,74.22000122070312,23.8799991607666
4507,2020100400,698,4,3,68.0,1,1268,Fair Catch,0.0,7.0,R,N,0.82,2.2,4.75,4,2020,80,29141,43680,10.619999885559082,1,52521,,86.4000015258789,6.699999809265137,46671,47.869998931884766,0,,,,,89.52999877929688,6.889999866485596
4508,2020100400,1096,4,9,60.0,2,872,Return,0.0,14.0,C,N,0.82,1.98,4.71,4,2020,78,29141,43680,6.303333282470703,1,52521,,89.69000244140625,11.563333511352539,46671,45.9033317565918,0,,,,,102.41000366210938,15.773333549499512
4509,2020100400,2111,4,12,41.0,2,42,Fair Catch,7.0,21.0,C,A,0.82,2.13,4.38,4,2020,77,29141,43680,8.283333778381348,1,52521,,105.06999969482422,32.723331451416016,46671,46.13333511352539,1,44911,,105.66999816894531,37.10333251953125,103.22000122070312,36.68333435058594
4510,2020100400,2315,4,14,56.0,3,1717,Fair Catch,21.0,7.0,C,A,0.88,2.01,4.38,4,2020,75,53146,52521,12.50333309173584,1,52945,,92.79000091552734,23.97333335876465,52852,40.52333450317383,1,43915,,98.69000244140625,30.28333282470703,94.66999816894531,28.003334045410156
4511,2020100400,3549,4,14,79.0,4,426,Return,14.0,31.0,C,N,0.83,2.23,3.86,4,2020,71,29141,43680,8.453332901000977,1,52521,,68.3499984741211,11.223333358764648,46671,44.8033332824707,1,44911,,65.58999633789062,29.81333351135254,73.30000305175781,27.273332595825195
4512,2020100401,211,4,3,65.0,1,1615,Downed,0.0,0.0,,N,0.89,2.21,,4,2020,133,41420,43413,9.173333168029785,1,46265,,77.66000366210938,12.233333587646484,39975,49.723331451416016,2,46349,47817,62.95000076293945,44.95333480834961,63.56999969482422,42.46333312988281
4513,2020100401,664,4,6,60.0,1,1253,Return,0.0,7.0,C,A,0.91,2.14,4.49,4,2020,77,41420,43413,7.9033331871032715,2,46349,47817,87.58000183105469,32.26333236694336,39975,45.99333190917969,1,46265,,96.31999969482422,35.073333740234375,98.88999938964844,31.203332901000977
4514,2020100401,771,4,5,82.0,1,1205,Return,7.0,0.0,C,N,0.92,2.23,3.08,4,2020,64,45153,46349,7.949999809265137,1,52571,,54.97999954223633,21.969999313354492,48118,48.810001373291016,2,37212,43413,53.720001220703125,48.439998626708984,69.5,24.59000015258789
4515,2020100401,987,4,7,40.0,1,1004,Fair Catch,0.0,7.0,C,A,0.84,2.06,4.3,4,2020,77,41420,43413,8.953332901000977,1,46265,,97.30000305175781,27.03333282470703,39975,44.143333435058594,1,47817,,107.94000244140625,38.823333740234375,103.08000183105469,36.573333740234375
4516,2020100401,1182,4,5,61.0,2,869,Return,7.0,0.0,R,N,0.91,2.21,3.33,4,2020,66,45153,46349,9.75333309173584,2,37212,43413,76.79000091552734,5.703333377838135,48118,47.323333740234375,1,52571,,75.79000091552734,22.053333282470703,90.43000030517578,12.623332977294922
4517,2020100401,1988,4,10,75.0,2,136,Return,3.0,10.0,L,A,0.83,2.18,4.09,4,2020,76,41420,,,,,,,,39975,46.349998474121094,2,46265,47817,75.55999755859375,34.90999984741211,83.29000091552734,32.060001373291016
4518,2020100401,2456,4,4,71.0,3,1682,Return,13.0,3.0,C,N,0.9,2.27,3.77,4,2020,74,45153,46349,5.183333396911621,2,37212,43413,69.05000305175781,2.1433334350585938,48118,48.10333251953125,1,52571,,79.1500015258789,24.81333351135254,91.80000305175781,17.573333740234375
4519,2020100401,2563,4,13,79.0,3,1576,Return,3.0,13.0,C,N,0.85,2.12,3.55,4,2020,70,41420,43413,7.78000020980835,1,46265,,52.20000076293945,23.709999084472656,39975,46.290000915527344,2,46349,47817,54.13999938964844,48.38999938964844,71.79000091552734,38.38999938964844
4520,2020100401,2670,4,10,49.0,3,1516,Downed,13.0,3.0,C,A,0.88,1.97,4.34,4,2020,86,45153,46349,5.833333492279053,1,37212,,98.8499984741211,37.71333312988281,48118,45.063331604003906,1,52571,,101.19999694824219,45.44333267211914,100.75,45.28333282470703
4521,2020100401,2985,4,4,62.0,3,1275,Touchback,3.0,13.0,C,A,0.89,2.18,4.19,4,2020,74,41420,43413,6.769999980926514,1,46265,,71.8499984741211,26.3700008392334,39975,47.56999969482422,2,46349,47817,67.54000091552734,25.290000915527344,102.76000213623047,28.610000610351562
4522,2020100401,3367,4,2,75.0,4,858,Return,3.0,16.0,R,N,0.92,2.29,4.14,4,2020,76,41420,43413,9.263333320617676,1,46265,,80.22000122070312,4.273333549499512,39975,45.94333267211914,2,46349,47817,68.2300033569336,14.533333778381348,91.83999633789062,6.913333415985107
4523,2020100401,3457,4,7,60.0,4,793,Touchback,16.0,3.0,L,A,0.9,2.1,4.16,4,2020,74,45153,46349,10.039999961853027,1,37212,,87.91999816894531,32.70000076293945,48118,49.36000061035156,1,52571,,95.80999755859375,41.47999954223633,97.13999938964844,41.220001220703125
4524,2020100402,239,4,7,40.0,1,1597,Touchback,0.0,0.0,C,A,0.89,2.27,4.11,4,2020,76,34593,43663,8.15333366394043,1,52631,,109.55000305175781,31.633333206176758,45020,42.24333190917969,1,48505,,108.72000122070312,33.38333511352539,109.98999786376953,34.08333206176758
4525,2020100402,2475,4,15,80.0,3,1604,Fair Catch,13.0,17.0,C,N,0.91,2.21,4.94,4,2020,89,46316,52573,7.429999828338623,2,43495,45020,73.94000244140625,14.319999694824219,52565,43.13999938964844,2,40032,46724,72.12000274658203,34.84000015258789,76.16999816894531,33.90999984741211
4526,2020100402,2806,4,3,68.0,3,1321,Fair Catch,13.0,24.0,C,N,0.89,2.21,4.85,4,2020,81,46316,48505,8.470000267028809,1,43495,,82.16000366210938,23.299999237060547,52565,45.56999969482422,1,46724,,85.0,21.690000534057617,83.55000305175781,24.489999771118164
4527,2020100403,128,4,5,70.0,1,1709,Return,0.0,0.0,L,N,0.91,2.26,4.66,4,2020,79,38138,46277,6.889999866485596,1,46672,,78.23999786376953,33.08000183105469,42094,46.5099983215332,1,46122,,81.12000274658203,36.150001525878906,91.08999633789062,46.2400016784668
4528,2020100403,1885,4,15,51.0,2,240,Fair Catch,14.0,28.0,C,A,0.87,2.18,4.69,4,2020,85,38138,48500,7.413333415985107,1,42359,,97.2699966430664,28.373332977294922,42094,47.18333435058594,1,46672,,105.9800033569336,40.4033317565918,100.44999694824219,39.5533332824707
4529,2020100403,2646,4,14,81.0,3,1484,Fair Catch,14.0,38.0,C,N,0.91,2.19,4.03,4,2020,72,38138,48500,6.840000152587891,1,42359,,66.83000183105469,28.309999465942383,42094,47.5,1,46122,,68.5199966430664,33.040000915527344,68.63999938964844,28.760000228881836
4530,2020100403,3725,4,11,65.0,4,514,Return,41.0,22.0,C,N,0.83,1.9,4.38,4,2020,80,48139,42359,5.550000190734863,1,42094,,77.0999984741211,34.130001068115234,46672,48.380001068115234,2,46277,48500,61.79999923706055,49.040000915527344,87.63999938964844,37.31999969482422
4531,2020100404,868,4,7,61.0,1,961,Return,14.0,7.0,R,N,0.89,2.06,4.59,4,2020,77,48258,43987,4.773333549499512,2,43942,45648,74.66999816894531,23.863332748413086,44978,47.0533332824707,2,46378,47888,75.77999877929688,42.94333267211914,98.87000274658203,11.783333778381348
4532,2020100404,1674,4,20,85.0,2,116,Return,14.0,21.0,R,N,0.92,2.05,5.4,4,2020,86,48258,43987,7.320000171661377,2,43942,45648,75.98999786376953,3.549999952316284,43533,46.279998779296875,2,46378,47888,40.599998474121094,20.239999771118164,79.68000030517578,4.599999904632568
4533,2020100404,2018,4,12,61.0,2,10,Downed,14.0,28.0,C,N,0.87,1.97,3.98,4,2020,72,48258,43987,5.550000190734863,1,43942,,89.25,14.59000015258789,43533,43.65999984741211,1,47888,,81.1500015258789,30.459999084472656,90.41000366210938,25.81999969482422
4534,2020100404,3072,4,13,40.0,4,817,Downed,35.0,21.0,C,A,0.84,2.02,4.2,4,2020,74,34615,46378,7.673333168029785,1,43987,,99.36000061035156,37.62333297729492,41507,43.983333587646484,1,42590,,107.06999969482422,38.2933349609375,105.23999786376953,37.223331451416016
