,gameId,playId,down,yardsToGo,yardsToEndzone,quarter,secondsUntilHalf,specialTeamsResult,kickingTeamScore,receivingTeamScore,kickDirectionIntended,kickType,week,year,end_frame,punterId,rGunnerId,rGunner_y,rGunner_vises,rVises1,rVises2,rGunner_lx,rGunner_ly,lGunnerId,lGunner_y,lGunner_vises,lVises1,lVises2,lGunner_lx,lGunner_ly,football_lx,football_ly
17,2018090900,2097,4,8,73.0,2,181,Muffed,0.0,20.0,C,N,1,2018,133,46903,37200,7.480000019073486,1,43498,,96.51000213623047,52.880001068115234,43737,43.209999084472656,2,44999,46187,95.83999633789062,54.04999923706055,95.7300033569336,52.650001525878906
19,2018090900,2996,4,11,76.0,3,1510,Out of Bounds,0.0,40.0,C,N,1,2018,93,46903,37200,8.220000267028809,2,44828,44999,70.8499984741211,32.599998474121094,43737,47.099998474121094,1,46187,,81.44000244140625,52.0099983215332,80.0,54.52000045776367
20,2018090900,3079,4,17,77.0,3,1402,Return,40.0,0.0,C,N,1,2018,76,31018,43396,6.193333148956299,2,43737,46223,64.0,20.263334274291992,43498,47.893333435058594,2,37200,46694,61.36000061035156,20.123332977294922,78.26000213623047,27.9233341217041
21,2018090900,3655,4,5,59.0,4,887,Return,40.0,3.0,L,N,1,2018,82,31018,46187,8.869999885559082,1,43737,,88.44999694824219,41.52000045776367,43498,46.43000030517578,1,37200,,84.62000274658203,49.5099983215332,100.23999786376953,49.09000015258789
22,2018090900,3851,4,8,65.0,4,725,Return,3.0,40.0,R,N,1,2018,66,46903,37200,7.163333415985107,1,46187,,82.2699966430664,7.013333320617676,43737,42.42333221435547,2,44828,44999,59.86000061035156,25.1733341217041,85.91999816894531,8.543333053588867
23,2018090900,4325,4,12,53.0,4,182,Fair Catch,3.0,47.0,R,A,1,2018,74,46903,37200,6.853333473205566,2,43393,44999,95.45999908447266,10.013333320617676,43737,42.93333435058594,1,46187,,89.95999908447266,17.10333251953125,99.91999816894531,10.15333366394043
24,2018090900,4464,4,3,83.0,4,96,Out of Bounds,47.0,3.0,L,A,1,2018,71,31018,43396,6.489999771118164,2,43737,46223,57.63999938964844,25.239999771118164,43498,44.68000030517578,1,37200,,61.33000183105469,49.470001220703125,76.75,51.31999969482422
25,2018090901,118,4,2,67.0,1,1715,Out of Bounds,0.0,0.0,L,N,1,2018,76,42333,34458,9.039999961853027,1,41483,,79.0,29.579999923706055,44906,44.880001068115234,1,43637,,81.30000305175781,48.27000045776367,80.6500015258789,60.279998779296875
26,2018090901,313,4,6,48.0,1,1511,Touchback,0.0,0.0,C,A,1,2018,71,34723,42719,5.273333549499512,1,35446,,96.87999725341797,24.123332977294922,43637,49.62333297729492,2,34458,43314,87.31999969482422,42.13333511352539,105.72000122070312,25.683332443237305
27,2018090901,474,4,9,57.0,1,1371,Downed,0.0,0.0,L,N,1,2018,73,42333,34458,8.0600004196167,1,41483,,88.4800033569336,24.860000610351562,44906,43.79999923706055,1,43637,,88.02999877929688,38.220001220703125,88.69999694824219,40.22999954223633
28,2018090901,588,4,9,75.0,1,1294,Return,0.0,0.0,C,N,1,2018,75,34723,42719,5.383333206176758,1,35446,,78.55999755859375,13.033333778381348,43637,49.1533317565918,2,34458,43314,56.95000076293945,20.523332595825195,81.3499984741211,16.35333251953125
29,2018090901,887,4,10,74.0,1,1027,Return,0.0,0.0,C,N,1,2018,80,34723,42719,5.173333168029785,1,35446,,70.37000274658203,29.97333335876465,41448,47.96333312988281,2,34458,43314,83.0,43.74333190917969,87.51000213623047,36.12333297729492
30,2018090901,1491,4,20,47.0,2,459,Return,0.0,7.0,L,A,1,2018,72,34723,41448,5.130000114440918,1,35446,,91.54000091552734,32.34000015258789,42719,47.93000030517578,2,34458,43314,95.6500015258789,44.16999816894531,100.54000091552734,42.93000030517578
31,2018090901,1723,4,10,46.0,2,163,Downed,0.0,7.0,R,A,1,2018,70,34723,42719,5.75,1,35446,,92.3499984741211,12.779999732971191,41448,48.38999938964844,1,43314,,90.70999908447266,21.5,100.55000305175781,14.609999656677246
32,2018090901,2632,4,17,86.0,3,1278,Return,7.0,14.0,C,N,1,2018,57,34723,42719,2.7033333778381348,2,35446,44906,56.220001220703125,14.773333549499512,41448,46.0433349609375,1,43314,,55.20000076293945,34.893333435058594,66.5,20.633333206176758
33,2018090901,2907,4,10,47.0,3,1115,Fair Catch,7.0,21.0,L,A,1,2018,74,34723,42719,4.5333333015441895,1,35446,,94.86000061035156,33.413333892822266,41448,47.42333221435547,2,34458,43314,91.62999725341797,51.38333511352539,94.69000244140625,43.563331604003906
34,2018090901,3215,4,6,34.0,4,735,Fair Catch,21.0,7.0,L,A,1,2018,72,42333,34458,7.483333110809326,1,41483,,106.02999877929688,29.663333892822266,44906,43.84333419799805,1,43637,,102.33999633789062,47.28333282470703,99.05000305175781,45.733333587646484
35,2018090901,3349,4,11,71.0,4,658,Out of Bounds,7.0,21.0,R,N,1,2018,75,34723,42719,5.199999809265137,1,46129,,84.56999969482422,10.880000114440918,46672,50.13999938964844,2,34458,43314,72.94999694824219,53.36000061035156,91.13999938964844,3.440000057220459
36,2018090901,3463,4,13,89.0,4,532,Downed,21.0,7.0,R,N,1,2018,78,42333,34458,6.543333530426025,2,41448,41483,57.790000915527344,2.4533333778381348,44906,43.99333190917969,2,42373,43637,50.369998931884766,12.393333435058594,49.810001373291016,6.763333320617676
37,2018090901,3960,4,12,39.0,4,322,Out of Bounds,14.0,21.0,R,N,1,2018,74,34723,42719,5.460000038146973,1,46129,,106.30999755859375,8.949999809265137,46672,48.0099983215332,2,34458,43314,97.27999877929688,28.6299991607666,102.9800033569336,10.829999923706055
38,2018090901,4136,4,8,81.0,4,140,Return,21.0,14.0,C,N,1,2018,76,42333,34458,7.473333358764648,2,41448,41483,67.66999816894531,7.643333435058594,46626,43.99333190917969,1,43637,,70.83000183105469,23.573333740234375,79.3499984741211,14.833333015441895
39,2018090901,4352,4,9,68.0,4,97,Fair Catch,21.0,21.0,C,N,1,2018,81,42333,34458,7.003333568572998,2,41448,41483,75.31999969482422,16.4233341217041,46626,43.813331604003906,1,43637,,83.27999877929688,30.873332977294922,81.69000244140625,32.59333419799805
40,2018090901,4648,4,1,66.0,5,1430,Fair Catch,21.0,21.0,R,N,1,2018,74,34723,42719,5.090000152587891,1,46129,,89.4000015258789,7.739999771118164,41448,47.7599983215332,2,34458,43314,68.33000183105469,30.899999618530273,91.19000244140625,5.860000133514404
41,2018090901,4833,4,20,72.0,5,1237,Fair Catch,21.0,21.0,C,N,1,2018,84,42333,34458,7.993333339691162,1,41483,,80.9800033569336,8.033333778381348,46626,43.28333282470703,2,41448,43637,51.4900016784668,36.1533317565918,88.29000091552734,18.513334274291992
42,2018090901,4965,4,3,74.0,5,1175,Out of Bounds,21.0,21.0,L,N,1,2018,62,34723,42719,7.309999942779541,2,34458,46129,59.349998474121094,1.340000033378601,41448,45.650001525878906,1,43314,,61.380001068115234,30.1299991607666,66.76000213623047,54.58000183105469
43,2018090902,2228,4,18,83.0,3,1723,Return,16.0,10.0,L,N,1,2018,74,45153,46349,9.333333015441895,2,41250,44941,46.47999954223633,41.6533317565918,43554,47.643333435058594,2,43987,45020,69.02999877929688,50.61333465576172,74.38999938964844,50.723331451416016
44,2018090902,2340,4,18,75.0,3,1602,Downed,10.0,16.0,L,N,1,2018,77,34593,43987,6.090000152587891,2,44971,45287,69.48999786376953,35.13999938964844,45020,41.439998626708984,1,41356,,85.98999786376953,40.040000915527344,85.1500015258789,41.11000061035156
45,2018090902,3547,4,2,67.0,4,601,Fair Catch,23.0,24.0,C,N,1,2018,82,45153,45102,6.179999828338623,2,41250,45020,77.36000061035156,12.289999961853027,46349,43.709999084472656,1,43987,,88.9000015258789,19.59000015258789,89.33000183105469,17.760000228881836
46,2018090903,407,4,4,62.0,1,1366,Touchback,0.0,3.0,L,N,1,2018,96,45296,45302,7.313333511352539,1,42006,,98.20999908447266,28.69333267211914,41354,46.3033332824707,1,40031,,104.5,32.36333465576172,116.19999694824219,37.1533317565918
47,2018090903,1257,4,3,55.0,2,497,Out of Bounds,3.0,7.0,R,N,1,2018,63,33338,46221,19.15333366394043,0,,,,,43446,45.063331604003906,1,41354,,76.11000061035156,18.6733341217041,92.91999816894531,0.06333333253860474
48,2018090903,1844,4,9,73.0,2,30,Return,3.0,7.0,R,N,1,2018,74,33338,46221,24.963333129882812,0,,,,,43446,34.19333267211914,0,,,,,90.68000030517578,4.4033331871032715
49,2018090903,1993,4,3,68.0,3,1725,Return,7.0,3.0,C,N,1,2018,69,45296,45302,6.953333377838135,1,42006,,61.40999984741211,23.123332977294922,41354,45.643333435058594,1,40031,,81.86000061035156,45.70333480834961,86.80000305175781,19.183332443237305
50,2018090903,2094,4,4,45.0,3,1630,Fair Catch,3.0,7.0,L,A,1,2018,78,33338,46221,7.769999980926514,1,43327,,98.16000366210938,37.630001068115234,43446,43.43000030517578,1,42488,,105.66999816894531,46.88999938964844,100.58000183105469,45.41999816894531
51,2018090903,2176,4,2,82.0,3,1509,Return,7.0,3.0,C,N,1,2018,87,45296,45302,8.053333282470703,1,43984,,78.9000015258789,11.353333473205566,41354,46.753334045410156,1,40031,,72.38999938964844,39.62333297729492,92.51000213623047,24.793333053588867
52,2018090903,3163,4,6,58.0,4,705,Return,10.0,17.0,R,N,1,2018,76,33338,46221,6.703333377838135,1,45302,,98.22000122070312,2.7933332920074463,43446,47.813331604003906,0,,,,,100.55000305175781,0.6433333158493042
53,2018090903,3982,4,10,43.0,4,75,Touchback,27.0,17.0,C,A,1,2018,66,45296,,,,,,,,,,,,,,,105.5,19.299999237060547
54,2018090905,114,4,2,67.0,1,1693,Downed,0.0,0.0,R,N,1,2018,78,40437,33234,8.279999732971191,1,46233,,88.30999755859375,12.640000343322754,43700,45.70000076293945,2,39012,46778,71.88999938964844,27.84000015258789,89.83000183105469,12.319999694824219
55,2018090905,359,4,6,69.0,1,1528,Out of Bounds,0.0,7.0,L,N,1,2018,73,46810,42430,8.103333473205566,1,43700,,70.54000091552734,31.213333129882812,39012,43.13333511352539,2,34654,35466,75.70999908447266,52.3033332824707,74.73999786376953,51.21333312988281
56,2018090905,497,4,3,49.0,1,1378,Fair Catch,7.0,0.0,C,A,1,2018,73,40437,33234,10.729999542236328,1,46233,,98.12000274658203,11.59000015258789,43700,46.56999969482422,1,39012,,92.91999816894531,22.760000228881836,100.4000015258789,14.899999618530273
57,2018090905,1555,4,10,70.0,2,437,Return,14.0,6.0,C,N,1,2018,75,40437,43700,7.953333377838135,2,46233,46778,74.05999755859375,31.823333740234375,33234,48.9033317565918,2,39012,46137,73.27999877929688,50.20333480834961,85.68000030517578,29.893333435058594
58,2018090905,1735,4,4,74.0,2,274,Downed,14.0,6.0,C,N,1,2018,75,40437,43700,6.723333358764648,1,46233,,79.19999694824219,26.33333396911621,33234,49.393333435058594,2,39012,46137,69.52999877929688,50.983333587646484,76.61000061035156,25.363332748413086
59,2018090905,1992,4,7,52.0,2,99,Downed,6.0,14.0,C,A,1,2018,55,46810,39012,14.630000114440918,1,43700,,81.0999984741211,20.09000015258789,42430,45.970001220703125,1,35466,,80.94000244140625,36.33000183105469,66.72000122070312,26.239999771118164
60,2018090905,2393,4,1,63.0,3,1680,Fair Catch,6.0,21.0,L,N,1,2018,78,46810,42430,9.333333015441895,1,35466,,80.19999694824219,35.223331451416016,39012,42.18333435058594,1,43700,,84.0999984741211,53.95333480834961,89.43000030517578,47.42333221435547
61,2018090905,3669,4,9,49.0,4,435,Fair Catch,13.0,27.0,C,A,1,2018,73,46810,39012,8.4399995803833,1,43700,,94.95999908447266,25.950000762939453,42430,42.060001373291016,1,35466,,96.47000122070312,30.559999465942383,96.98999786376953,29.149999618530273
62,2018090905,3749,4,2,80.0,4,327,Return,27.0,13.0,C,N,1,2018,79,40437,43700,4.543333530426025,1,46233,,66.80000305175781,21.113332748413086,33234,47.24333190917969,2,39012,46137,64.77999877929688,53.313331604003906,82.73999786376953,36.02333450317383
63,2018090905,3844,4,8,64.0,4,281,Muffed,13.0,27.0,C,N,1,2018,78,46810,39012,11.359999656677246,1,43700,,88.70999908447266,22.059999465942383,42430,44.599998474121094,1,35466,,88.12000274658203,27.299999237060547,91.88999938964844,23.030000686645508
64,2018090905,4311,4,2,55.0,4,51,Downed,27.0,20.0,L,N,1,2018,72,40437,33234,25.10333251953125,0,,,,,43700,45.77333450317383,0,,,,,105.54000091552734,47.18333435058594
65,2018090906,1373,4,11,76.0,2,591,Return,17.0,17.0,C,N,1,2018,81,34615,45648,6.820000171661377,2,44065,46122,75.19999694824219,30.940000534057617,45395,46.09000015258789,1,43397,,86.61000061035156,39.970001220703125,87.62000274658203,36.27000045776367
66,2018090906,2681,4,1,66.0,3,1461,Return,24.0,34.0,R,N,1,2018,73,34615,45648,4.989999771118164,1,43397,,83.41000366210938,10.890000343322754,45395,42.11000061035156,1,43300,,79.4800033569336,16.209999084472656,85.75,13.050000190734863
67,2018090906,2776,4,1,66.0,3,1362,Return,34.0,24.0,C,N,1,2018,76,38600,43397,5.7833333015441895,1,44823,,81.87999725341797,23.373332977294922,41575,45.45333480834961,2,45395,45648,60.970001220703125,36.813331604003906,83.69000244140625,26.453332901000977
68,2018090906,2947,4,3,68.0,3,1218,Return,24.0,34.0,L,N,1,2018,80,34615,45648,7.050000190734863,1,43397,,86.70999908447266,34.54999923706055,45395,45.97999954223633,1,43300,,94.44000244140625,44.2599983215332,98.79000091552734,43.70000076293945
70,2018090907,1340,4,9,74.0,2,327,Out of Bounds,3.0,6.0,L,N,1,2018,79,43517,43986,10.683333396911621,1,42037,,67.44999694824219,31.023332595825195,40607,46.163333892822266,2,43645,46700,75.33999633789062,50.563331604003906,69.38999938964844,48.253334045410156
71,2018090907,2357,4,19,84.0,3,1370,Out of Bounds,13.0,9.0,L,N,1,2018,77,46316,37230,22.56333351135254,2,43299,43398,63.369998931884766,48.43333435058594,46130,46.2933349609375,2,38852,43986,65.58999633789062,49.08333206176758,60.459999084472656,54.93333435058594
72,2018090907,2578,4,8,48.0,3,1207,Downed,13.0,9.0,R,A,1,2018,71,46316,46700,9.363333702087402,1,43299,,100.11000061035156,4.253333568572998,46130,42.10333251953125,1,38569,,94.9000015258789,20.253334045410156,99.16999816894531,4.643333435058594
73,2018090907,2708,4,10,75.0,3,1119,Return,9.0,13.0,R,N,1,2018,78,43517,43986,6.989999771118164,1,42037,,75.81999969482422,6.789999961853027,40607,43.869998931884766,2,43645,46700,63.66999816894531,14.529999732971191,87.5199966430664,2.9100000858306885
74,2018090907,2877,4,3,44.0,3,984,Out of Bounds,13.0,9.0,R,N,1,2018,72,46316,46700,7.393333435058594,1,43299,,101.87999725341797,2.5933332443237305,46130,44.723331451416016,1,38569,,98.43000030517578,16.303333282470703,96.44999694824219,-1.1466666460037231
75,2018090907,3105,4,7,59.0,4,835,Touchback,9.0,13.0,R,N,1,2018,105,43517,43986,7.253333568572998,1,42037,,109.0,7.673333168029785,40607,45.37333297729492,1,46700,,108.1500015258789,16.49333381652832,124.20999908447266,7.983333110809326
76,2018090907,3215,4,7,63.0,4,740,Fair Catch,13.0,9.0,C,N,1,2018,76,46316,37230,25.84000015258789,1,43299,,67.44999694824219,27.040000915527344,46130,45.31999969482422,2,38852,43986,74.69999694824219,43.970001220703125,83.0,38.060001373291016
77,2018090907,3497,4,6,71.0,4,558,Return,20.0,15.0,C,N,1,2018,75,46316,46700,11.0,1,43299,,69.13999938964844,6.860000133514404,46130,46.16999816894531,1,43986,,78.37999725341797,28.049999237060547,81.54000091552734,21.559999465942383
78,2018090907,3618,4,5,69.0,4,424,Return,15.0,20.0,C,N,1,2018,76,43517,43986,8.193333625793457,1,43294,,78.23999786376953,39.28333282470703,40607,45.87333297729492,1,40688,,86.72000122070312,36.83333206176758,94.79000091552734,35.253334045410156
79,2018090907,3801,4,7,61.0,4,260,Return,20.0,15.0,R,N,1,2018,79,46316,46700,12.520000457763672,1,43299,,93.61000061035156,8.34000015258789,46130,45.619998931884766,1,43986,,90.95999908447266,18.530000686645508,95.31999969482422,9.0600004196167
81,2018090909,309,4,26,46.0,1,1522,Fair Catch,0.0,0.0,C,A,1,2018,77,40600,46178,8.613333702087402,1,41377,,98.55999755859375,15.473333358764648,46329,43.323333740234375,1,43381,,101.04000091552734,26.383333206176758,101.94999694824219,19.90333366394043
82,2018090909,501,4,1,60.0,1,1257,Touchback,0.0,0.0,R,N,1,2018,79,29141,41377,6.650000095367432,1,44893,,92.55999755859375,11.470000267028809,43381,44.88999938964844,1,46329,,92.4800033569336,29.1200008392334,107.47000122070312,10.180000305175781
83,2018090909,918,4,7,72.0,2,807,Return,0.0,7.0,C,N,1,2018,78,29141,41377,7.753333568572998,2,44893,46178,55.599998474121094,38.96333312988281,43381,47.8033332824707,2,42875,46329,82.41999816894531,41.253334045410156,92.2300033569336,32.70333480834961
84,2018090909,1416,4,8,73.0,2,207,Fair Catch,0.0,14.0,L,N,1,2018,82,29141,41377,9.383333206176758,2,44893,46178,74.33999633789062,38.323333740234375,43381,47.43333435058594,2,42875,46329,90.80000305175781,49.61333465576172,92.47000122070312,46.67333221435547
85,2018090909,1990,4,3,41.0,3,1679,Fair Catch,0.0,21.0,L,A,1,2018,75,29141,43381,6.5333333015441895,1,44893,,103.16999816894531,35.0433349609375,41377,46.003334045410156,1,46329,,107.05999755859375,46.52333450317383,102.58999633789062,42.0433349609375
86,2018090909,2106,4,14,96.0,3,1640,Return,21.0,0.0,C,N,1,2018,81,40600,46178,6.909999847412109,2,41357,41377,50.38999938964844,31.229999542236328,46329,47.939998626708984,1,43381,,56.060001373291016,36.34000015258789,66.58000183105469,24.360000610351562
87,2018090909,2247,4,11,70.0,3,1578,Return,0.0,21.0,R,N,1,2018,79,29141,41377,7.37333345413208,2,44893,46178,63.529998779296875,-2.9166667461395264,43381,46.33333206176758,1,46329,,87.86000061035156,22.6733341217041,96.19999694824219,6.683333396911621
88,2018090909,2663,4,15,49.0,3,1167,Fair Catch,21.0,0.0,C,A,1,2018,78,40600,46178,9.329999923706055,2,41357,41377,88.66999816894531,12.819999694824219,46329,44.90999984741211,1,43381,,92.95999908447266,35.20000076293945,93.8499984741211,33.25
89,2018090909,3706,4,5,89.0,4,288,Return,24.0,6.0,C,N,1,2018,81,40600,46178,6.133333206176758,2,41357,41377,39.4900016784668,19.963333129882812,46329,41.7933349609375,1,43381,,66.41000366210938,37.7933349609375,78.3499984741211,31.883333206176758
90,2018090910,172,4,22,87.0,1,1646,Fair Catch,0.0,0.0,L,N,1,2018,78,38138,43478,7.159999847412109,1,43351,,61.27000045776367,36.970001220703125,43501,45.58000183105469,1,46124,,70.87000274658203,49.09000015258789,75.9800033569336,49.279998779296875
91,2018090910,700,4,4,55.0,1,1044,Return,0.0,0.0,L,N,1,2018,84,38138,43478,10.960000038146973,1,34667,,100.75,32.599998474121094,43501,47.34000015258789,2,46124,46154,98.70999908447266,50.5,104.48999786376953,43.09000015258789
92,2018090910,966,4,10,47.0,2,848,Fair Catch,0.0,0.0,C,A,1,2018,75,42098,44965,8.770000457763672,1,44872,,87.02999877929688,28.399999618530273,46093,43.40999984741211,1,42370,,99.62999725341797,34.7599983215332,95.2300033569336,34.060001373291016
93,2018090910,1047,4,10,86.0,2,753,Return,0.0,0.0,C,N,1,2018,82,38138,43478,9.673333168029785,2,43351,44965,55.02000045776367,5.733333110809326,44904,47.33333206176758,2,46124,46154,52.02000045776367,18.69333267211914,74.0999984741211,17.6733341217041
94,2018090910,1329,4,11,76.0,2,440,Return,0.0,7.0,R,N,1,2018,84,38138,43478,6.273333549499512,2,43351,44965,72.6500015258789,4.793333530426025,43501,43.92333221435547,2,46124,46154,67.27999877929688,17.393333435058594,82.44999694824219,13.023333549499512
95,2018090910,1448,4,7,67.0,2,349,Fair Catch,7.0,0.0,L,N,1,2018,80,42098,42899,9.260000228881836,2,44872,44904,48.5099983215332,23.600000381469727,46093,44.90999984741211,1,43478,,92.27999877929688,46.709999084472656,90.97000122070312,49.380001068115234
96,2018090910,1582,4,7,64.0,2,175,Return,0.0,7.0,R,N,1,2018,78,38138,43478,6.383333206176758,2,34667,44965,78.87000274658203,1.1133333444595337,43501,45.893333435058594,1,46124,,83.4800033569336,21.15333366394043,100.45999908447266,13.963333129882812
97,2018090910,2269,4,21,58.0,3,1614,Fair Catch,10.0,0.0,L,N,1,2018,79,42098,44965,9.420000076293945,1,44872,,84.20999908447266,28.18000030517578,46093,42.540000915527344,2,42370,43478,97.75,45.380001068115234,101.0199966430664,45.209999084472656
98,2018090910,2467,4,3,46.0,3,1403,Fair Catch,0.0,10.0,C,A,1,2018,77,38138,43478,6.883333206176758,1,34667,,93.13999938964844,26.963333129882812,39292,44.36333465576172,1,46124,,94.91999816894531,38.4033317565918,94.54000091552734,34.8033332824707
99,2018090910,2550,4,5,80.0,3,1308,Return,10.0,0.0,C,N,1,2018,78,42098,44965,7.480000019073486,1,44872,,55.439998626708984,28.690000534057617,46093,42.4900016784668,2,42370,43478,73.58000183105469,38.08000183105469,79.05000305175781,35.38999938964844
100,2018090910,3477,4,21,75.0,4,304,Return,16.0,8.0,R,N,1,2018,78,42098,46093,10.733333587646484,2,44872,44904,62.93000030517578,5.433333396911621,38648,44.313331604003906,1,43478,,78.04000091552734,26.72333335876465,86.44999694824219,18.10333251953125
101,2018090910,3866,4,10,52.0,4,120,Touchback,16.0,8.0,C,N,1,2018,78,42098,44965,13.603333473205566,1,44872,,96.58999633789062,7.193333148956299,46093,46.78333282470703,1,43478,,98.30999755859375,18.893333435058594,105.11000061035156,21.513334274291992
102,2018090912,170,4,10,63.0,1,1702,Out of Bounds,0.0,0.0,R,N,1,2018,82,46241,46087,7.960000038146973,2,35583,41240,86.25,5.25,43746,43.91999816894531,1,37092,,82.5,21.139999389648438,86.5199966430664,2.8399999141693115
103,2018090912,583,4,8,73.0,1,1165,Return,0.0,7.0,C,N,1,2018,77,46241,37206,4.150000095367432,2,35583,41240,66.55000305175781,13.069999694824219,46114,46.95000076293945,1,37092,,75.91999816894531,26.739999771118164,80.4800033569336,24.010000228881836
104,2018090912,943,4,1,66.0,2,776,Fair Catch,0.0,10.0,C,N,1,2018,78,46241,37206,6.643333435058594,2,35583,41240,88.5999984741211,11.59333324432373,43746,45.3033332824707,2,37092,43413,70.54000091552734,15.603333473205566,92.13999938964844,12.203332901000977
105,2018090912,1055,4,6,81.0,2,625,Return,10.0,0.0,C,N,1,2018,80,41420,35583,8.109999656677246,1,37206,,74.19999694824219,26.850000381469727,39222,47.2599983215332,1,44845,,81.29000091552734,39.75,88.80000305175781,34.83000183105469
106,2018090912,1149,4,18,73.0,2,545,Return,0.0,10.0,C,N,1,2018,83,46241,37206,6.383333206176758,2,35583,41240,79.69000244140625,30.803333282470703,37122,37.69333267211914,2,37092,43413,73.9000015258789,44.233333587646484,91.19999694824219,34.393333435058594
