pid,gameId,playId,jerseyRank,isLeft,isRight,nflId,vises,vise1,vise2,optimal_time,alt_time,path_time,fire_time,fireTimeS
2172,2019090800,513,0,0,1,46256.0,1.0,46456.0,,4.964533789495139,8.260933764318137,6.151065251338486,1.187,0.239
2172,2019090800,513,1,1,0,46233.0,1.0,42816.0,,4.443549481236987,7.9429338100945035,,3.499,0.788
2173,2019090800,595,0,1,0,42816.0,1.0,44065.0,,6.072885686946206,9.159285661769204,,3.086,0.508
2173,2019090800,595,1,0,1,43495.0,1.0,46233.0,,6.006965079457439,9.24568569381266,7.185118921885222,1.178,0.196
2174,2019090800,1351,0,0,1,46256.0,1.0,46456.0,,5.291617933194453,8.462017942349727,8.399256605370176,3.108,0.587
2174,2019090800,1351,1,1,0,46233.0,2.0,42816.0,43456.0,4.956560785821259,8.447617956082636,,3.491,0.704
2175,2019090800,1571,0,0,1,42816.0,1.0,46233.0,,6.2290649997233585,8.930264998578949,7.243118994355658,1.014,0.163
2175,2019090800,1571,1,1,0,43495.0,1.0,44065.0,,5.689119760375725,9.556665002012178,,3.868,0.68
2177,2019090800,3872,0,0,1,46256.0,1.0,43495.0,,5.706104141844135,9.067304169309956,6.8093479135370405,1.103,0.193
2177,2019090800,3872,1,1,0,46233.0,2.0,42816.0,46456.0,5.015204239149911,8.602904125822407,6.342148368395289,1.327,0.265
2178,2019090801,691,0,0,1,46992.0,1.0,42006.0,,6.8712401182854865,10.078840120574306,,3.208,0.467
2178,2019090801,691,1,1,0,46672.0,2.0,40031.0,42973.0,6.383829808709989,9.4044401200021,,3.021,0.473
2179,2019090801,821,0,0,1,46221.0,1.0,46672.0,,5.102200263756126,8.367400268333762,6.099386978010585,0.997,0.195
2179,2019090801,821,1,1,0,43554.0,1.0,47829.0,,4.091640823251537,8.494600318687766,5.370774068883248,1.279,0.313
2180,2019090801,969,0,0,1,46992.0,1.0,43554.0,,5.760502913353382,9.109702895042835,,3.349,0.581
2180,2019090801,969,1,1,0,46672.0,1.0,43446.0,,4.592280517478067,9.084502890465199,8.323078543544117,3.731,0.812
2181,2019090801,1479,0,0,1,46992.0,1.0,42006.0,,4.289402018765056,7.663802005032146,5.511227573451091,1.222,0.285
2181,2019090801,1479,1,1,0,46672.0,1.0,40031.0,,4.79029189321275,7.494602023342693,7.578312836576428,2.704,0.565
2182,2019090801,1662,0,0,1,46221.0,1.0,46672.0,,5.221731957964133,8.57573193507595,7.759055359833254,2.537,0.486
2182,2019090801,1662,1,1,0,43554.0,1.0,47829.0,,3.7183192162180294,8.627331971697043,5.008744468663086,1.29,0.347
2183,2019090801,1765,0,0,1,46992.0,2.0,42973.0,43554.0,5.691216032259658,8.838816034548476,,3.148,0.553
2183,2019090801,1765,1,1,0,46672.0,1.0,43446.0,,6.604791757595445,9.058416082613661,,2.454,0.371
2184,2019090801,1876,0,0,1,46221.0,1.0,46672.0,,5.819458488002916,9.112258494869371,8.864618590967751,3.045,0.523
2184,2019090801,1876,1,1,0,43554.0,1.0,47829.0,,4.601567127551982,9.197458442226548,5.869380185083232,1.268,0.276
2185,2019090801,2083,0,0,1,46221.0,1.0,46672.0,,5.740034675613741,9.034034652725557,8.560049193046975,2.82,0.491
2185,2019090801,2083,1,1,0,43554.0,1.0,47829.0,,3.6659703485004864,9.089234657303194,4.975421665913659,1.309,0.357
2186,2019090801,2669,0,0,1,46992.0,1.0,40031.0,,4.144885449724489,7.3920854428580345,,3.247,0.783
2186,2019090801,2669,1,1,0,46672.0,1.0,42006.0,,4.332293680651822,7.31288546116858,5.5254760784605885,1.193,0.275
2187,2019090801,2791,0,0,1,46221.0,2.0,42608.0,46672.0,6.400781754867968,9.535181741135059,7.734375785305458,1.334,0.208
2187,2019090801,2791,1,1,0,43554.0,2.0,47829.0,47902.0,8.047709099465932,9.30118176402324,10.03145835009831,1.253,0.156
2188,2019090801,4117,0,0,1,46221.0,1.0,46672.0,,6.623233120341003,9.773233120341002,,3.15,0.476
2188,2019090801,4117,1,1,0,43554.0,1.0,47829.0,,4.938585470329576,9.776833145518005,,4.838,0.98
2189,2019090802,2761,0,0,1,38596.0,1.0,46757.0,,5.359624579470859,8.590024588626132,6.680489362063279,1.321,0.246
2189,2019090802,2761,1,1,0,46700.0,2.0,46193.0,46265.0,6.526794336645379,8.70762459091495,,2.181,0.334
2190,2019090802,3413,0,1,0,43415.0,1.0,45335.0,,5.890907429785976,8.958107422919522,,3.067,0.521
2190,2019090802,3413,1,0,1,46265.0,0.0,,,4.80954429328059,9.046907452674159,,4.237,0.881
2191,2019090803,617,0,1,0,46407.0,1.0,46187.0,,5.0946218991429,8.452221901431718,6.350841904310412,1.256,0.247
2191,2019090803,617,1,0,1,41354.0,1.0,38707.0,,5.544649800093059,8.460621922031084,6.664549338776757,1.12,0.202
2192,2019090803,859,0,1,0,46407.0,1.0,46187.0,,4.405954374491534,7.663954385935626,5.664201500588814,1.258,0.286
2192,2019090803,859,1,0,1,41354.0,1.0,38707.0,,4.536357790461958,7.711954397379717,5.7528879516755485,1.217,0.268
2194,2019090803,1675,0,1,0,39012.0,1.0,46187.0,,5.866689826599263,9.219489833465719,6.890509865940301,1.024,0.175
2194,2019090803,1675,1,0,1,41354.0,2.0,38707.0,44999.0,5.3638934089038885,9.008289805999897,,3.644,0.679
2196,2019090803,2396,0,1,0,46407.0,2.0,43396.0,44999.0,5.886906378504014,9.096906378504013,,3.21,0.545
2196,2019090803,2396,1,0,1,41354.0,2.0,38707.0,46259.0,5.430248384071215,9.154506380792832,,3.724,0.686
2197,2019090803,2906,0,1,0,39012.0,1.0,38707.0,,4.913810841790871,8.140610825769143,,3.227,0.657
2197,2019090803,2906,1,0,1,41354.0,2.0,43396.0,44999.0,4.9653961476071435,8.035010869256691,6.188933209818161,1.224,0.246
2198,2019090803,3581,0,1,0,39012.0,2.0,43396.0,44999.0,5.806894488804129,8.802094493381766,,2.995,0.516
2198,2019090803,3581,1,0,1,41354.0,2.0,38707.0,46259.0,6.014301623530394,8.91129447507122,8.837216781626054,2.823,0.469
2200,2019090804,1039,0,0,1,43533.0,2.0,44962.0,47894.0,4.977728897088238,8.26572890853233,,3.288,0.661
2200,2019090804,1039,1,1,0,42397.0,2.0,42450.0,46263.0,6.1419026297707076,8.05572890853233,8.849798015098175,1.914,0.312
2201,2019090804,1861,0,1,0,47894.0,1.0,48000.0,,3.487214169440615,6.872414174018251,4.724240678447849,1.237,0.355
2201,2019090804,1861,1,0,1,46263.0,1.0,42354.0,,4.122492365719757,6.846014141974795,5.2152053811552115,1.093,0.265
2202,2019090804,1994,0,0,1,43533.0,2.0,44962.0,46263.0,5.897197208053434,9.155197219497527,9.326789346719579,3.258,0.552
2202,2019090804,1994,1,1,0,42397.0,1.0,47894.0,,6.252503436060094,9.191197185165251,,2.939,0.47
2203,2019090804,2266,0,1,0,42397.0,1.0,47894.0,,4.241481760246986,7.504281767113441,5.594194554253629,1.353,0.319
2203,2019090804,2266,1,0,1,48000.0,1.0,40018.0,,5.379123591303282,7.4346817762687145,6.380223162947812,1.001,0.186
2204,2019090804,2986,0,1,0,47894.0,1.0,48000.0,,5.496861469876962,8.792061474454599,,3.295,0.599
2204,2019090804,2986,1,0,1,44962.0,2.0,42354.0,43533.0,5.418299711957058,8.70326144469996,,3.285,0.606
2205,2019090804,3085,0,0,1,46461.0,1.0,47894.0,,5.4226060807564656,8.751406053290644,6.59813656746053,1.176,0.217
2205,2019090804,3085,1,1,0,42397.0,1.0,40018.0,,5.1930521416768265,8.655406087622922,,3.462,0.667
2206,2019090804,3513,0,0,1,46461.0,1.0,47894.0,,4.236453760341616,7.550853746608706,5.51594998317551,1.279,0.302
2206,2019090804,3513,1,1,0,48000.0,1.0,40018.0,,4.8860713892714465,7.448853758052798,7.852342026899308,2.563,0.525
2207,2019090805,326,0,1,0,39222.0,1.0,44839.0,,3.8830366464054955,7.039036669293679,5.2173346976600135,1.334,0.344
2208,2019090805,666,0,0,1,46223.0,1.0,38595.0,,2.7689916468667164,6.1541916514443535,4.076145480868693,1.307,0.472
2210,2019090805,1159,0,0,1,46223.0,1.0,44971.0,,6.1254213302298,9.468621346251528,6.885051703347269,0.76,0.124
2211,2019090805,1436,0,1,0,39222.0,1.0,44839.0,,3.7920768287751248,7.104076817331033,5.0205164939888745,1.228,0.324
2212,2019090805,1802,0,1,0,39222.0,1.0,46698.0,,4.111250954728929,7.399250966173021,7.5660332717581085,3.288,0.8
2213,2019090805,2441,0,1,0,39222.0,1.0,44839.0,,3.7522367802974337,6.993436807763254,5.03300059133813,1.281,0.341
2214,2019090805,3298,0,1,0,39222.0,1.0,44839.0,,5.635135483637724,8.932735485926543,6.585016093494392,0.95,0.169
2215,2019090805,3724,0,1,0,39222.0,1.0,46698.0,,4.72873191739634,8.053931921973977,5.855537701667895,1.127,0.238
2216,2019090805,4435,0,0,1,46694.0,0.0,,,3.0916082735615236,5.9716082735615235,,2.88,0.932
2217,2019090806,380,0,1,0,46194.0,1.0,48010.0,,5.347541990678671,8.659541979234579,,3.312,0.619
2217,2019090806,380,1,0,1,45021.0,2.0,46178.0,46310.0,6.265327909151142,8.366741972368125,,2.101,0.335
2218,2019090806,1259,0,1,0,44931.0,1.0,48010.0,,4.571891168938057,7.8754911941150585,,3.304,0.723
2218,2019090806,1259,1,0,1,45021.0,1.0,46310.0,,5.180391092814283,7.928291143761055,6.200057838721455,1.02,0.197
2219,2019090806,1377,0,1,0,46178.0,2.0,39981.0,46194.0,6.323800850475665,9.503800850475665,,3.18,0.503
2219,2019090806,1377,1,0,1,46310.0,2.0,44855.0,45021.0,6.167047223405501,9.559000855053302,,3.392,0.55
2220,2019090806,1667,0,1,0,46178.0,1.0,46194.0,,5.057151504557334,8.275551525156699,,3.218,0.636
2220,2019090806,1667,1,0,1,46310.0,2.0,44855.0,45021.0,6.820441549319123,8.016351486246787,,1.196,0.175
2221,2019090806,1767,0,1,0,44931.0,1.0,33097.0,,4.89886357599519,8.237263596594556,,3.338,0.681
2221,2019090806,1767,1,0,1,45021.0,1.0,46310.0,,5.628809058627992,8.119663594305736,8.775827164684866,2.491,0.443
2222,2019090806,2533,0,1,0,46178.0,1.0,46194.0,,5.4736030799630155,8.617603057074831,,3.144,0.574
2222,2019090806,2533,1,0,1,46310.0,2.0,44855.0,45021.0,5.690012437603664,8.832403052497195,,3.142,0.552
2223,2019090806,2742,0,1,0,46178.0,2.0,45021.0,46194.0,5.766072805699868,9.088872812566322,,3.323,0.576
2223,2019090806,2742,1,0,1,46310.0,1.0,44911.0,,5.463595533711655,8.902872789678138,6.715841910684274,1.252,0.229
2224,2019090806,3191,0,1,0,46178.0,1.0,44911.0,,5.574628847123928,8.857828863145656,6.736107061951555,1.161,0.208
2224,2019090806,3191,1,0,1,46310.0,1.0,46194.0,,5.253119843579234,8.8914288311022,6.518713582957321,1.266,0.241
2225,2019090807,122,0,0,1,46729.0,1.0,47817.0,,5.175005670421948,8.519405656689038,6.064317772034954,0.889,0.172
2225,2019090807,122,1,1,0,47843.0,1.0,45478.0,,5.235239088116588,8.344205652111402,6.407753824277668,1.173,0.224
2226,2019090807,269,0,0,1,46349.0,1.0,41330.0,,5.891119127093355,9.200719117938082,6.9807105650174925,1.09,0.185
2226,2019090807,269,1,1,0,45478.0,1.0,46729.0,,5.274232287921942,8.875519113360445,6.576251426567239,1.302,0.247
2228,2019090807,2330,0,0,1,46729.0,1.0,41356.0,,5.47781889013861,8.82341890387152,6.492549289313228,1.015,0.185
2228,2019090807,2330,1,1,0,47843.0,0.0,,,4.539786897145615,8.68901891760443,5.807607457229041,1.268,0.279
2230,2019090808,273,0,0,1,43987.0,1.0,42592.0,,5.073822620382666,8.301822631826758,7.873118777620304,2.799,0.552
2230,2019090808,273,1,1,0,45020.0,1.0,39232.0,,3.750653547383217,8.42422262953794,5.083106774267238,1.332,0.355
2231,2019090808,360,0,0,1,39232.0,1.0,43987.0,,5.297741350088165,8.626541322622344,,3.329,0.628
2231,2019090808,360,1,1,0,47915.0,1.0,46239.0,,5.919344977840232,8.559341329488799,9.104237514113898,2.64,0.446
2232,2019090808,835,0,0,1,39232.0,2.0,43987.0,45020.0,5.740788732841225,8.966388746574136,,3.226,0.562
2232,2019090808,835,1,1,0,47830.0,1.0,46239.0,,5.3114883616635575,8.962788721397134,6.583587577184787,1.272,0.239
2233,2019090808,1041,0,0,1,47830.0,1.0,43987.0,,4.286836175561131,7.459636182427586,5.50964347323368,1.223,0.285
2233,2019090808,1041,1,1,0,47915.0,1.0,46239.0,,5.321686253190505,7.495636148095311,,2.174,0.409
2234,2019090808,1165,0,0,1,43987.0,1.0,42592.0,,5.762403440865347,9.054003420265982,9.098087205506395,3.292,0.571
2234,2019090808,1165,1,1,0,45020.0,2.0,46215.0,46998.0,6.384424647978537,8.622003431710073,,2.238,0.35
2235,2019090808,1722,0,0,1,43987.0,1.0,42592.0,,4.447140990561882,7.785541011161248,,3.338,0.751
2235,2019090808,1722,1,1,0,45020.0,1.0,46998.0,,4.722011372182561,7.80354096538488,6.088347208752224,1.366,0.289
2236,2019090808,2435,0,0,1,47830.0,2.0,43987.0,45020.0,5.246314301843921,8.26071428811101,,3.014,0.575
2236,2019090808,2435,1,1,0,47915.0,2.0,43406.0,46239.0,6.898069109779741,8.09391430413274,,1.196,0.173
2237,2019090808,2703,0,0,1,47830.0,2.0,43987.0,45020.0,5.3056459938206695,8.220445989243032,,2.915,0.549
2237,2019090808,2703,1,1,0,47915.0,1.0,46239.0,,5.429904713475967,8.508446000687124,,3.079,0.567
2238,2019090808,3690,0,0,1,47830.0,1.0,43987.0,,5.269216303278489,8.551216291834397,7.022891666499351,1.754,0.333
2238,2019090808,3690,1,1,0,47915.0,2.0,45020.0,46239.0,5.420557304800223,8.299216303278488,,2.879,0.531
2239,2019090808,3854,0,0,1,43987.0,1.0,42592.0,,3.6822319272478103,7.009831929536629,,3.328,0.904
2239,2019090808,3854,1,1,0,45020.0,1.0,46998.0,,5.187635836409633,7.029031911226081,6.216491815052984,1.029,0.198
2240,2019090808,4110,0,0,1,47830.0,1.0,43987.0,,4.929430667611223,8.287030669900041,,3.358,0.681
2240,2019090808,4110,1,1,0,47915.0,1.0,46239.0,,5.082729959108091,8.257030669900042,,3.174,0.625
2241,2019090809,314,0,0,1,46671.0,1.0,42827.0,,5.344967315868311,8.667767322734765,6.622354734577354,1.277,0.239
2241,2019090809,314,1,1,0,43680.0,2.0,45657.0,46823.0,7.208332010519048,8.750567329601221,,1.542,0.214
2242,2019090809,450,0,0,1,45657.0,1.0,43915.0,,3.4467901274407655,6.606390118285492,6.487382092253944,3.041,0.882
2242,2019090809,450,1,1,0,48454.0,1.0,46825.0,,4.902258709091859,6.5595901343072205,7.415786956929081,1.657,0.338
2243,2019090809,739,0,0,1,46671.0,1.0,40353.0,,5.345245636414367,8.632045620392638,8.222648066523163,2.877,0.538
2243,2019090809,739,1,1,0,43680.0,1.0,39984.0,,4.080271109533128,8.714845627259093,5.385576669822756,1.305,0.32
2244,2019090809,1146,0,0,1,46671.0,1.0,42827.0,,6.301761289236949,9.60416128694813,9.453326876680794,3.152,0.5
2244,2019090809,1146,1,1,0,43680.0,2.0,45657.0,46823.0,6.746038776564674,9.352161298392222,,2.606,0.386
2245,2019090809,1386,0,0,1,46671.0,1.0,42827.0,,4.746942853499869,7.949742860366324,6.040295264300452,1.293,0.272
2245,2019090809,1386,1,1,0,43680.0,2.0,45657.0,46823.0,6.435502358142541,8.073342828322867,,1.638,0.255
2246,2019090809,1948,0,0,1,46671.0,1.0,42827.0,,4.809275742597712,7.918475724287164,6.216468303949192,1.407,0.293
2246,2019090809,1948,1,1,0,43680.0,2.0,45657.0,46823.0,6.77435571753596,7.809275742597712,,1.035,0.153
2247,2019090809,2353,0,0,1,45657.0,2.0,43680.0,43915.0,5.191128103269687,8.60152811242496,,3.41,0.657
2247,2019090809,2353,1,1,0,48454.0,1.0,46825.0,,5.643235773795384,8.534328119291416,,2.891,0.512
2248,2019090809,2503,0,0,1,46671.0,1.0,46823.0,,5.628264062674633,8.875464055808177,,3.247,0.577
2248,2019090809,2503,1,1,0,43680.0,2.0,45657.0,48454.0,5.915615714071753,8.69786405351936,7.097203766665185,1.182,0.2
2249,2019090809,2651,0,0,1,45657.0,1.0,43915.0,,5.195001919951173,8.66900189706299,7.360972080769471,2.166,0.417
2249,2019090809,2651,1,1,0,48454.0,2.0,43680.0,46825.0,4.873493363132041,8.287401917662354,,3.414,0.701
2250,2019090809,2763,0,0,1,46671.0,1.0,46823.0,,5.19018304635378,8.600583055509052,,3.41,0.657
2250,2019090809,2763,1,1,0,43680.0,2.0,45657.0,48454.0,6.308323101131704,8.1013830738196,,1.793,0.284
2251,2019090809,3881,0,0,1,45657.0,2.0,43680.0,43915.0,5.199039768188273,8.512239784210001,,3.313,0.637
2251,2019090809,3881,1,1,0,48454.0,1.0,46825.0,,4.9819646191193385,8.430639747588907,6.113617172642018,1.132,0.227
2252,2019090809,4466,0,0,1,45657.0,1.0,43915.0,,4.778591894138268,8.175791944492271,5.90689679285877,1.128,0.236
2252,2019090809,4466,1,1,0,48454.0,2.0,43680.0,46825.0,5.0995222463773535,7.852991880405358,,2.753,0.54
2253,2019090809,4964,0,0,1,45657.0,2.0,43915.0,47922.0,5.117186215255581,8.373986199233851,,3.257,0.636
2253,2019090809,4964,1,1,0,48454.0,2.0,43680.0,46825.0,5.371761588762272,8.190386231277309,,2.819,0.525
2254,2019090809,5729,0,0,1,46671.0,1.0,46823.0,,5.186960332065619,8.404160325199163,6.102409776529918,0.915,0.176
2254,2019090809,5729,1,1,0,43680.0,1.0,45657.0,,3.948902934305722,8.555360295444524,5.209227112677535,1.26,0.319
2255,2019090810,190,0,0,1,42094.0,1.0,43986.0,,4.139902995039905,7.347502997328723,5.507086231511956,1.367,0.33
2255,2019090810,190,1,1,0,43501.0,1.0,47963.0,,5.745448324940573,7.430303004195178,6.6340522905934876,0.889,0.155
2256,2019090810,924,0,0,1,43488.0,1.0,44872.0,,4.6741306709270996,7.708930666349463,,3.035,0.649
2256,2019090810,924,1,1,0,40607.0,1.0,43478.0,,4.30193243019648,7.923730661771826,5.556299117742494,1.254,0.292
2257,2019090810,1387,0,1,0,43488.0,1.0,42094.0,,6.137801819587859,9.48460180356613,7.150257658282282,1.012,0.165
2257,2019090810,1387,1,0,1,41507.0,1.0,44904.0,,4.8185666778498515,9.457001801277313,6.114795223675793,1.296,0.269
2258,2019090810,3258,0,0,1,43488.0,1.0,44904.0,,6.005131273138359,9.279931268560722,,3.275,0.545
2258,2019090810,3258,1,1,0,40607.0,2.0,42094.0,43478.0,7.055247852331098,9.326731252538993,,2.271,0.322
2259,2019090810,3410,0,0,1,42094.0,1.0,43986.0,,4.0233841018391505,7.275384090395058,,3.252,0.808
2259,2019090810,3410,1,1,0,43501.0,1.0,47963.0,,4.752334230183884,7.258584106416787,5.839607423392234,1.087,0.229
2260,2019090810,3702,0,0,1,42094.0,2.0,43986.0,47891.0,6.58571674487686,9.902516728855131,,3.317,0.504
2260,2019090810,3702,1,1,0,43501.0,2.0,38852.0,47963.0,5.296150227709661,9.555716744876861,,4.26,0.804
2261,2019090810,4024,0,0,1,42094.0,1.0,43986.0,,6.472613465972306,9.715013463683487,,3.242,0.501
2261,2019090810,4024,1,1,0,43501.0,1.0,47963.0,,5.912740912049439,9.62861348886049,,3.716,0.628
2262,2019090811,130,0,0,1,47822.0,2.0,46211.0,46354.0,5.257447666058173,8.393047679791083,,3.136,0.596
2262,2019090811,130,1,1,0,47877.0,1.0,46164.0,,4.6144136794516335,8.634247707256904,,4.02,0.871
2263,2019090811,3440,0,0,1,42718.0,2.0,43300.0,46132.0,7.006715757870482,10.377515776181028,,3.371,0.481
2263,2019090811,3440,1,1,0,46354.0,1.0,47877.0,,6.54870508209748,10.358315737271116,,3.81,0.582
2264,2019090812,200,0,0,1,33234.0,2.0,43314.0,43641.0,4.843968049260903,8.128368035527993,6.179398100021425,1.335,0.276
2264,2019090812,200,1,1,0,43700.0,1.0,43988.0,,6.1036317227826276,8.24596809503727,,2.142,0.351
2265,2019090812,382,0,1,0,43314.0,1.0,43700.0,,4.508513209709703,7.861313216576158,5.727991661307417,1.219,0.27
2265,2019090812,382,1,0,1,43988.0,1.0,46775.0,,4.992374960917248,7.748513209709703,8.211894120889983,2.756,0.552
2266,2019090812,772,0,1,0,43314.0,1.0,43700.0,,5.365014528633023,8.551014551521206,,3.186,0.594
2266,2019090812,772,1,0,1,43988.0,1.0,46775.0,,5.217037919858734,8.709414514900113,8.314985264084896,3.098,0.594
2267,2019090812,1224,0,1,0,43314.0,1.0,46775.0,,5.611004394582372,8.8942044106041,,3.283,0.585
2267,2019090812,1224,1,0,1,43988.0,1.0,34654.0,,4.725971131433141,9.01180441289292,5.947147163402931,1.221,0.258
2268,2019090812,1314,0,1,0,33234.0,1.0,43988.0,,3.9825677887128075,7.324567777268715,5.302993765863722,1.32,0.332
2268,2019090812,1314,1,0,1,43700.0,1.0,43314.0,,6.363813283931361,7.428967820756265,7.040004444101389,0.676,0.106
2269,2019090812,1429,0,1,0,43314.0,1.0,43700.0,,4.348286041646357,7.60748602333581,5.648999059759442,1.301,0.299
2269,2019090812,1429,1,0,1,43988.0,1.0,46775.0,,5.860211048808923,7.707086014180537,,1.847,0.315
2270,2019090812,2760,0,1,0,43314.0,1.0,43700.0,,3.9616958590346134,7.33369590481098,7.151320097771748,3.19,0.805
2270,2019090812,2760,1,0,1,43988.0,1.0,46775.0,,4.317967111056833,7.390095822413519,5.462021923634945,1.144,0.265
2271,2019090812,3898,0,1,0,33234.0,2.0,43988.0,44906.0,5.549510831018279,8.4307108584841,,2.881,0.519
2271,2019090812,3898,1,0,1,43700.0,1.0,43314.0,,6.676424458852239,8.923910817285368,7.578459915341122,0.902,0.135
2272,2019090900,220,0,1,0,46778.0,2.0,46378.0,47888.0,6.417549052339429,9.443949027162427,7.326063065315866,0.909,0.142
2272,2019090900,220,1,0,1,37200.0,2.0,42421.0,45648.0,5.0710903776218235,9.7343490363177,,4.663,0.92
2273,2019090900,512,0,1,0,46778.0,2.0,42421.0,46378.0,5.709512684297328,9.040712711763149,,3.331,0.583
2273,2019090900,512,1,0,1,37200.0,1.0,47888.0,,5.017997109897742,9.051512672853237,6.248187598554579,1.23,0.245
2274,2019090900,3488,0,1,0,46778.0,2.0,46378.0,47888.0,4.928717053914068,7.97911706306934,6.110857837754272,1.182,0.24
2274,2019090900,3488,1,0,1,46312.0,2.0,35471.0,45648.0,4.805677000064035,8.047517026448247,,3.242,0.675
2275,2019090900,3622,0,0,1,45648.0,1.0,47837.0,,4.018716891788177,7.379916919253997,5.288432425985336,1.27,0.316
2275,2019090900,3622,1,1,0,46378.0,1.0,37200.0,,5.8951064583361354,7.454316905521087,6.706651458757906,0.812,0.138
2276,2019090900,3818,0,1,0,46778.0,1.0,47888.0,,4.922387158460978,8.291987149305704,6.149284772688143,1.227,0.249
2276,2019090900,3818,1,0,1,37200.0,1.0,35471.0,,4.799826520298034,8.213987137861613,6.781615695189245,1.982,0.413
